year,governorate_1,governorate_2,planned,joint_statement,unspecified_JO,gov_collaboration,affiliates,parent_group,operations_room,big_bomb,target_class,target_class2,target_class3,target_class4,claim_source,notes,ose_claim_id,ose_date,frenemie_id,claim_full_text,Compound_Claim,Subject_Full_Name,subject,Object_Full_Name,object ,Posting_Full_Name,posting,type1,type2,type3,Pos_Existing_Ties,Neg_Existing_Ties,Duplicate,Frenemy_Notes,Interesting_Flag,Coder_ID,Skip
2015,Al-Hasakah,NA,no,no,no,no,no,no,no,no,ISIL,.,.,.,direct_quote,YPG accuses ISIL of using civilians as human shields,LIL2015052926487437,2015-05-29,90,"-- on 24 may, the general command of the ypg said in a statement that
isil used civilians as ""human shields."" ""the terrorist organization
used civilians as human shields on the morning of 24 may in the
 village of abushakhat by
 holding villagers, including women and children, in captivity. our
members in the ypg and the women's protection units freed over 30
civilians from isil captivity. as a result, several civilians including
children and two of our combatants were martyred in an attack by a
boobytrapped car in the village. after this cowardly act, through its
media outlets and its supporters in the media, isil spread false
accounts [accusing the ypg of committing ""massacres"" against the arab
civilians].""",,People's Protection Units,YPG,Islamic State,ISIL,People's Protection Units,YPG,Critique,,,,,,"YPG accuses ISIL of using women and children as ""human shields""",,ANS,.
2015,Al-Hasakah,NA,no,no,no,no,no,no,no,no,ISIL,.,.,.,direct_quote,YPG accuses ISIL of using civilians as human shields,LIL2015052926487437,2015-05-29,90.1,"-- on 24 may, the general command of the ypg said in a statement that
isil used civilians as ""human shields."" ""the terrorist organization
used civilians as human shields on the morning of 24 may in the
 village of abushakhat by
 holding villagers, including women and children, in captivity. our
members in the ypg and the women's protection units freed over 30
civilians from isil captivity. as a result, several civilians including
children and two of our combatants were martyred in an attack by a
boobytrapped car in the village. after this cowardly act, through its
media outlets and its supporters in the media, isil spread false
accounts [accusing the ypg of committing ""massacres"" against the arab
civilians].""",,Islamic State,ISIL,People's Protection Units,YPG,People's Protection Units,YPG,Critique,,,,,,"YPG accuses ISIL of using women and children as ""human shields""",,ANS,.
2015,Al-Hasakah,NA,no,no,no,no,no,no,no,no,ISIL,.,.,.,direct_quote,YPG accuses ISIL of using civilians as human shields,LIL2015052926487437,2015-05-29,90.2,"-- on 24 may, the general command of the ypg said in a statement that
isil used civilians as ""human shields."" ""the terrorist organization
used civilians as human shields on the morning of 24 may in the
 village of abushakhat by
 holding villagers, including women and children, in captivity. our
members in the ypg and the women's protection units freed over 30
civilians from isil captivity. as a result, several civilians including
children and two of our combatants were martyred in an attack by a
boobytrapped car in the village. after this cowardly act, through its
media outlets and its supporters in the media, isil spread false
accounts [accusing the ypg of committing ""massacres"" against the arab
civilians].""",,People's Protection Units,YPG,Islamic State,ISIL,People's Protection Units,YPG,Denial,,,,,,"YPG accuses ISIL of using women and children as ""human shields""",,ANS,.
2015,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,.,SKIP: frenemies...YPG denies involvement in assassination of commander of Khabur Guard force and reitterates its committement to fight ISIL,LIL2015052926487437,2015-05-29,91,"-- on 25 may, the ypg denied in a statement ""accusations"" that it was
 
 
 behind the assassination of dawud jindu, the commander of the khabur
 
 
 guard force, . the statement said: ""the
 
 
 allegations and accusations spread in the media about the assassination,
 
 
 and the implication of the ypg are untrue. these reports are aimed at
 
 
 achieving malicious ends to sow discord and pit the communities in the
 
 
 area against each other. in fact, the suspects in the killing acted
 
 
 individually and do not represent the ypg. our position on this crime,
 
 
 as units for the people's protection, is crystal-clear. we still commit
 
 
 to our duty to protect our assyrian brothers on equal terms as we do
 
 
 with the kurds and the arabs."" the statement elaborated on the ypg
 
 
 efforts to protect the assyrian community. ""the ypg stood with all its
 
 
 force against the terrorist isil organization's invasion of the assyrian
 
 
 villages between the town of tall tamr and al hasakah, on the same side
 
 
 with the khabur guard forces, the assyrian military council, the
 
 
 al-sanadid army, and the self-defense forces. our units offered over
 
 
 100 male and female martyrs. based on this, stoking up this incident
 
 
 aims at isolating the assyrian community and keeping it vulnerable to
 
 
 isil terrorism without any protection."" the statement added: ""our
 
 
 defense of the right of all the area's communities to live in peace and
 
 
 security from the intruders' terrorism and their crimes stems from our
 
 
 absolute belief in the common unity in destiny.""",,People's Protection Units,YPG,khabur guard force,KGforce,,,Denial,,,,,,YPG denies that it assignated the commander of the khabur guard force (KGforce). Reitterates it's loyality to assyrians and it's position against ISIL. Not sure if KGforce made the accusations but because the action is directed at them I am coding them as the object. Confused. ,,ANS,.
2015,NA,NA,yes,no,no,no,no,no,no,no,ISIL,.,.,.,direct_quote,.,TRR2015060178724415,2015-06-01,94,"on 1 june, twitter user ""harakat fajr al-sham"" , the official account of fajr al-sham islamic movement, tweeted a link to a statement by the group titled: ""a statement on fajr al-sham [islamic] movement's stance regarding the [islamic] state organization"" in which the group condemns isil for its extremism and announces an end to fajr al-sham's neutrality toward isil, stating ""the time has come"" for the group to ""respond to their aggression.""",,Fajr al-sham islamic movement,FSIM,Islamic State,ISIL,Fajr al-sham islamic movement,FSIM,Critique,,,,,,FSIM is no longer neutral towards ISIL,,ANS,.
2015,Raqqa,NA,no,no,no,no,no,no,no,no,.,.,.,.,indirect_quote,SKIP: summary... ISIL sow discord,LIL2015060165600972,2015-06-01,95,"-- on 17 may, ypg military commander mahmud barkhodan said in an
 interview with hawar news agency that isil was ousted in many villages
 in an ongoing campaign in the villages near the town of tall abyad in ar
 raqqah province. commenting on the clashes near al hasakah, he said:
 ""isil mercenaries aim to use the city of al hasakah as a main hub in
 order to control all of the al jazirah canton and also to establish a
 link between syria and iraq. this explains why it
 [isil] launched a campaign to sow discord in the town in preparation for
 a move to attack and control it."" barkhodan spoke about the ""iranian
military support"" for the syrian government forces in the city of al
hasakah against isil. he went on to speak about the situation in idlib
 province. ""the recent military developments in syria did not take place
due to the free syrian army, but, rather, thanks to al-nusrah front.
 everyone knows that al-nusrah front is affiliated with the al-qa'ida
organization."" he added: ""after isil suffered major defeats in the
 region and failed to achieve further gains in syria and particularly in
its war against the kurdish people, many countries that hitherto
supported isil diverted their support to al-nusrah front. they work on
empowering it and making its actions more prominent by providing support
in the name of backing the free syrian army,"" he went on to say. the
gains made by al-nusrah front and its allied forces in idlib and jisr
al-shughur and its advance toward the alawite-dominated coastal area and
aleppo were ""a major blow to the ba'th regime,"" he concluded.",,People's Protection Units,YPG,Al-Nusrah Front,ANF,,,Gen_Pos,,,,,,YPG commander claims to be making strides in fighting ISIL. Comments that progress against SGF can be attributed to al-qaeda-backed ANF NOT FSA. He says that places that supported ISIL shifted to ANF. This is consistent with evidence of their ideological proximity to one another and their tendancy to battle over the same constituency. ,,ANS,.
2015,Raqqa,NA,no,no,no,no,no,no,no,no,.,.,.,.,indirect_quote,SKIP: summary... ISIL sow discord,LIL2015060165600972,2015-06-01,95.1,"-- on 17 may, ypg military commander mahmud barkhodan said in an
 interview with hawar news agency that isil was ousted in many villages
 in an ongoing campaign in the villages near the town of tall abyad in ar
 raqqah province. commenting on the clashes near al hasakah, he said:
 ""isil mercenaries aim to use the city of al hasakah as a main hub in
 order to control all of the al jazirah canton and also to establish a
 link between syria and iraq. this explains why it
 [isil] launched a campaign to sow discord in the town in preparation for
 a move to attack and control it."" barkhodan spoke about the ""iranian
military support"" for the syrian government forces in the city of al
hasakah against isil. he went on to speak about the situation in idlib
 province. ""the recent military developments in syria did not take place
due to the free syrian army, but, rather, thanks to al-nusrah front.
 everyone knows that al-nusrah front is affiliated with the al-qa'ida
organization."" he added: ""after isil suffered major defeats in the
 region and failed to achieve further gains in syria and particularly in
its war against the kurdish people, many countries that hitherto
supported isil diverted their support to al-nusrah front. they work on
empowering it and making its actions more prominent by providing support
in the name of backing the free syrian army,"" he went on to say. the
gains made by al-nusrah front and its allied forces in idlib and jisr
al-shughur and its advance toward the alawite-dominated coastal area and
aleppo were ""a major blow to the ba'th regime,"" he concluded.",,People's Protection Units,YPG,Al-Nusrah Front,ANF,,,Critique,,,,,,YPG commander claims to be making strides in fighting ISIL. Comments that progress against SGF can be attributed to al-qaeda-backed ANF NOT FSA. He says that places that supported ISIL shifted to ANF. This is consistent with evidence of their ideological proximity to one another and their tendancy to battle over the same constituency. ,,ANS,.
NA,NA,,,no,,no,,,NA,no,.,.,.,,direct_quote,.,TRR2015060178724415,2015-06-01,96,"on 1 june, twitter user ""harakat fajr al-sham"" , the official account of fajr al-sham islamic movement, tweeted a link to a statement by the group titled: ""a statement on fajr al-sham [islamic] movement's stance regarding the [islamic] state organization"" in which the group condemns isil for its extremism and announces an end to fajr al-sham's neutrality toward isil, stating ""the time has come"" for the group to ""respond to their aggression."" this item will be processed separately as trr2015060176261737.",,Fajr al-sham islamic movement,FSIM,Islamic State,ISIL,,,Critique,,,,,,relates to earlier claim that FSIM is now against ISIL,,ANS,.
2015,Aleppo,NA,no,yes,no,no,no,no,no,no,ISIL,.,.,.,direct_quote,jointstatement exception,TRR2015060282235938,2015-06-02,98,"on 1 june, youtube user ""sham front"" posted a video titled ""levantine
 
 
  front -- a poll of the mujahideen of the levantine front stationed along
 
 
  the bashkuy front regarding the advance of the da'ish organization,""
 
 
  which features the group's fighters accusing isil of stabbing them in
 
 
  the back and accusing the syrian regime of using ""its ally,"" isil, to
 
 
  pressure ""the mujahideen."" multiple fighters state that isil ""does not
 
 
  represent islam at all.""",,Levantine Front,LF,Islamic State,ISIL,Levantine Front,LF,Critique,,,Yes,,,LF hates ISIL; stabbing in the back indicates betrayal; perhaps this isn't compound and this is just the collaboration accusation? confused,,ANS,.
2015,Aleppo,NA,no,yes,no,no,no,no,no,no,ISIL,.,.,.,direct_quote,jointstatement exception,TRR2015060282235938,2015-06-02,98.1,"on 1 june, youtube user ""sham front"" posted a video titled ""levantine
 
 
  front -- a poll of the mujahideen of the levantine front stationed along
 
 
  the bashkuy front regarding the advance of the da'ish organization,""
 
 
  which features the group's fighters accusing isil of stabbing them in
 
 
  the back and accusing the syrian regime of using ""its ally,"" isil, to
 
 
  pressure ""the mujahideen."" multiple fighters state that isil ""does not
 
 
  represent islam at all.""",,Islamic State,ISIL,Syrian Government Forces,SGF,Levantine Front,LF,Collaboration,,,Yes,,,LF hates ISIL; stabbing in the back indicates betrayal ,,ANS,.
2015,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,direct_quote,SKIP: refuting claims about YPG... frenemies,LIN2015060242207712,2015-06-02,99,"the statement, signed by the ""ypg general command"" and dated 30 may
 
 
 2015, says: ""every time the ypg achieves a victory against the terrorist
 
 
 da'ish organization in syria, with air support from the
 
 
 arab-international coalition forces against da'ish, the soc comes out
 
 
 with statements , containing
 
 
 faked accusations and lies. the purpose of this is to distort the
 
 
 achievements of the ypg and mislead public opinion in the service of the
 
 
 da'ish terrorist organization and the frightening massacres it commits
 
 
 against the syrian people with all their shades.""",,People's Protection Units,YPG,Special Operations Companies,SOC,,,Denial,,,,,,"YPG accuses SOC (?) of diminishing it's progress against ISIL. I'm assuming by accusing it of going after civilians or behaving in an anti-arab manner. 
SOC coded as Special operations companies. Confused",,ANS,.
2015,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,direct_quote,SKIP: frenemies... attacking YPG credibility,LIN2015060242207712,2015-06-02,100,"the soc adds: ""a series of condemnable crimes and violations have been
 
 
 repeated in recent months. these crimes and violations were carried out
 
 
 by the pyd through its military wing, which is known as the people's
 
 
 protection units . this included encroaching on the freedoms of the
 
 
 arab and kurdish citizens. the pyd's forces have carried out systematic
 
 
 arrest and expulsion campaigns and forced youths to immigrate to avoid
 
 
 mandatory service in their ranks. in addition, they have committed
 
 
 crimes of abduction, particularly against minor girls."" the soc says
 
 
 that the purpose of this is to spread ""fear"" and push families to
 
 
 ""immigrate.""",,Special Operations Companies,SOC,People's Protection Units,YPG,,,Critique,,,,,,Relates to Frenmies #99. SOC accuses YPG of anti-arab behavior. ,,ANS,.
